SKU,Description,MSRP,BRONZE_Price,SILVER_Price,GOLD_Price,PLATINUM_Price
810803400,FLEX YOUTH RIB PROTECTOR,59.99,42.0,38.0,34.0,28.0
79940000,FLEX YOUTH BACK PLATE,29.99,23.0,21.0,19.0,17.0
12829201,FLEX NET,35.0,,,,
66322309,FIRENZE (-9) USSSA AND USA FASTPITCH SOFTBALL BAT,449.99,,,,
66301911,FIRENZE (-11) USSSA AND USA FASTPITCH SOFTBALL BAT,449.99,,,,
66302010,FIRENZE (-10) USSSA AND USA FASTPITCH SOFTBALL BAT,449.99,,,,
19960200,FACEGUARD REMOVAL TOOL,0.0,25.0,23.0,20.0,20.0
23315906,F7X-ROPO-SW II FACEMASK,84.99,65.5,60.0,54.5,54.5
23315506,F7X-ROPO-SW FACEMASK,84.99,65.5,60.0,54.5,54.5
23315406,F7X-ROPO-DW-O FACEMASK,84.99,65.5,60.0,54.5,54.5
23315306,F7X-ROPO-DW-C FACEMASK,84.99,65.5,60.0,54.5,54.5
23315806,F7X-EGOP VI FACEMASK,84.99,65.5,60.0,54.5,54.5
23315706,F7X-EGOP V FACEMASK,84.99,65.5,60.0,54.5,54.5
23315606,F7X-EGOP IV FACEMASK,84.99,65.5,60.0,54.5,54.5
23315206,F7X-EGOP III FACEMASK,84.99,65.5,60.0,54.5,54.5
23315106,F7X-EGOP II FACEMASK,84.99,65.5,60.0,54.5,54.5
23315006,F7X-EGOP FACEMASK,84.99,65.5,60.0,54.5,54.5
2088004006206,F7 VTD PROFESSIONAL STOCK HELMET,699.99,,,,
2088004006,F7 VTD PROFESSIONAL HELMET –  NO FACEMASK,389.99,,,,
01-16686,F7 VTD LATERAL LINER,35.0,,,,
01-19828,F7 VTD CROWN LINER,51.0,,,,
208800400699306,F7 VTD COLLEGIATE STOCK HELMET,499.99,,,,
208800400699,F7 VTD COLLEGIATE HELMET –  NO FACEMASK,374.99,,,,
23301906,F7 ROPO-SW-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
24303806,F7 ROPO-SW-II-NB-VC FACEMASK,215.0,157.0,142.0,128.0,128.0
24303706,F7 ROPO-SW-808-NB-VC FACEMASK,215.0,157.0,142.0,128.0,128.0
23301806,F7 ROPO-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23302906,F7 ROPO-DW-PRO-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23302306,F7 ROPO-DW-O-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23302206,F7 ROPO-DW-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
24303106,F7 RKOP-NB-VC FACEMASK,215.0,157.0,142.0,128.0,128.0
23301106,F7 RJOP-DW-NB FACEMASK,85.0,65.5,60.0,54.5,54.5
01-20666,F7 PRO SWITCH VISOR BY OAKLEY™,100.0,75.0,68.5,60.0,60.0
2063004002202,F7 PRO STOCK HELMET,1499.99,0.0,0.0,965.0,875.0
144011690,F7 INTERAL STABILZER (PAIR),26.99,19.5,17.5,15.5,15.5
144011490,F7 EXTERNAL STABILZER (PAIR),26.99,19.5,17.5,15.5,15.5
23302006,F7 EGOP-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23304006,F7 EGOP VI-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23303906,F7 EGOP V-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23303806,F7 EGOP IV-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23303206,F7 EGOP III-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23302106,F7 EGOP II-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
23302506,F7 EGOP II-DW-NB-VC FACEMASK,85.0,65.5,60.0,54.5,54.5
24303606,F7 EGOP 808-NB-VC FACEMASK,215.0,157.0,142.0,128.0,128.0
208800XX-209000XX,F7 CUSTOM HELMET,0.0,,,,
2075001002301,F7 AiR YOUTH STOCK HELMET,199.99,150.0,136.5,125.0,115.0
2075001006,F7 AiR YOUTH HELMET –  NO FACEMASK,114.99,99.5,92.0,85.5,75.5
2078001006306,F7 AiR YOUTH ELITE STOCK HELMET,379.99,300.0,260.0,230.0,215.0
2070003002202,F7 AiR STOCK HELMET,499.99,419.0,379.5,340.0,320.0
2070003006,F7 AiR HELMET –  NO FACEMASK,414.99,353.5,319.5,285.5,265.5
207000E3006106,F7 AiR ELITE STOCK HELMET,699.99,575.0,520.0,470.0,445.0
2090003006106,F7 2.0 PROFESSIONAL STOCK HELMET,659.99,509.0,459.5,422.0,385.0
2090003006,F7 2.0 PROFESSIONAL HELMET - NO FACEMASK,454.0,503.0,452.5,402.0,377.0
14-20385,F7 2.0 FIT KIT,44.99,33.0,29.5,27.0,27.0
209000300299302,F7 2.0 COLLEGIATE STOCK HELMET,509.99,409.0,369.5,330.0,310.0
209000300699,F7 2.0 COLLEGIATE HELMET –  NO FACEMASK,437.99,343.5,309.5,275.5,255.5
663128003,EXCLUSIVE CHUBB JONES MARS PRO SELECT LIMITED WOOD BAT,189.99,114.0,114.0,114.0,104.5
7869S120088,ELITE HARD CUP - RETAIL,0.0,15.0,15.5,14.0,14.0
7869S030091,ELITE HARD CUP - DOZEN,0.0,,,,
12830700T,DUGOUT 10-BAT RACK,5.0,,,,
1519070,DLTA PODS (PAIR),39.99,30.5,27.5,24.5,24.5
1519047,DLTA PODS,42.0,30.5,27.5,24.5,24.5
12829301,DEAD-ON STRIKE ZONE REPLACEMENT TARGET,1.0,,,,
12829308,"DEAD-ON 18"" FOOTBALL TARGET SHEET",25.0,,,,
12829303,"DEAD-ON 12"" TARGET SHEET",10.0,,,,
19420,"CROWN TEAR AWAY 1/4""",0.0,10.0,9.0,8.0,8.0
7774933191,CHINSTRAP SNAP SCREW - DOZEN,10.5,,,,
1271830606,CC1 CHEST PROTECTOR,5.0,,,,
14-20484,BULK POD 2.0 FIT KIT,0.0,145.0,125.0,110.0,110.0
7720180091,BUCKLE CHINSTRAP,0.0,10.5,10.0,9.0,9.0
19134,BRIDGE PAD,29.5,29.5,27.0,24.5,24.5
62110213101M06,BO BICHETTE SIGNATURE MODEL X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6211051310600,BO BICHETTE SIGNATURE MODEL PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
621104131M1212,BO BICHETTE SIGNATURE MODEL PRO SELECT LIMITED STOCK WOOD BAT –  WINE,189.99,114.0,114.0,114.0,104.5
6211041310102,BO BICHETTE SIGNATURE MODEL PRO SELECT LIMITED STOCK WOOD BAT –  WHITEWASH,189.99,114.0,114.0,114.0,104.5
62110113101M06,BO BICHETTE SIGNATURE MODEL AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6211031310102,BO BICHETTE SIGNATURE MODEL AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
80080203,AiR MAXX RIB PROTECTOR,69.0,51.5,46.5,41.5,41.5
81180504,AiR MAXX HYBRID VARSITY SHOULDER PADS - QB/WR,30.0,,,,
81185506,AiR MAXX HYBRID VARSITY SHOULDER PADS - OL/DL,30.0,,,,
81185703,AiR MAXX HYBRID SHOULDER PADS - SKILL,250.0,,,,
81180503,AiR MAXX HYBRID SHOULDER PADS - QB/WR,250.0,,,,
81185504,AiR MAXX HYBRID SHOULDER PADS - OL/DL,250.0,,,,
81181704,AiR MAXX HYBRID SHOULDER PADS - ALL-PURPOSE,250.0,,,,
140162091,AiR MAXX (TPU) JAW PADS - DOZEN,0.0,10.0,9.5,8.5,8.5
140162090,AiR MAXX (TPU) JAW PADS (PAIR),0.0,10.5,10.0,9.0,9.0
15002221,ARMORGUARD® ELITE™ LOOP STRAPS - PACK OF 100,0.0,79.0,71.5,65.0,65.0
9660002,ARC_V1 YOUTH SHOULDER PADS,139.99,115.0,105.0,95.0,85.0
9650205,ARC_V1 VARSITY SHOULDER PADS –  TRENCH,299.99,255.0,230.0,200.0,185.0
9650103,ARC_V1 VARSITY SHOULDER PADS –  SKILL,299.99,255.0,230.0,200.0,185.0
9650003,ARC_V1 VARSITY SHOULDER PADS –  ALL-PURPOSE,299.99,255.0,230.0,200.0,185.0
01-20515,ARC_V1 SHOULDER PADS ARCH SIZERS,10.49,9.0,7.5,7.0,6.5
01-20617,ARC_V1 RIB PROTECTOR,178.99,168.0,152.0,135.5,118.5
9850003,ARC_V1 ELITE SHOULDER PADS WITH ATTACHED BACK PLATE - SKILL,749.99,,,,
9850104,ARC_V1 ELITE SHOULDER PADS WITH ATTACHED BACK PLATE - ALL-PURPOSE,749.99,,,,
01-20512,ARC_V1 ELITE SHOULDER PADS EXTRA TOOLS,15.99,11.5,10.0,9.0,8.5
9950205,ARC_V1 ELITE SHOULDER PADS - TRENCH,699.99,669.5,603.0,542.5,475.0
9950004,ARC_V1 ELITE SHOULDER PADS - SKILL,749.99,669.5,603.0,542.5,475.0
9950104,ARC_V1 ELITE SHOULDER PADS - ALL-PURPOSE,749.99,669.5,603.0,542.5,475.0
01-20616,ARC_V1 ELITE BACK PLATE,68.99,54.5,49.0,46.0,40.0
12920707,ANCH DUAL GROUND 18,5.0,,,,
7799000090,AIR INFLATOR PUMP,20.99,10.5,10.0,9.0,9.0
96000104,ADULT HARD-SHELL RIB PROTECTOR,3.0,32.0,29.0,26.0,26.0
7713060090,4-POINT SOFTCUP CHINSTRAP W/ MATCHING STRAP,20.0,,,,
65302208,"2025 MILANO YOUTH (-8) 2 3/4"" USSSA BASEBALL BAT",399.99,240.0,240.0,240.0,220.0
65302505,"2025 MILANO YOUTH (-5) 2 3/4"" USSSA BASEBALL BAT",399.99,240.0,240.0,240.0,220.0
14035006,,25.0,52.5,48.0,43.0,43.0
33565030023002,,5.0,,,,
3356504M05T,,5.0,,,,
14025008,,25.0,53.5,48.5,43.5,43.5
1265040603T,,8.0,,,,
1265040605T,,8.0,,,,
1265060603T,,8.0,,,,
1265060606T,,8.0,,,,
1265070603T,,8.0,,,,
1265070605T,,8.0,,,,
1265070606T,,8.0,,,,
1264900611T,,8.0,,,,
1264910603T,,8.0,,,,
1264910606T,,8.0,,,,
1264890608,,8.0,,,,
1264890614,,8.0,,,,
1264900609,,8.0,,,,
1264900611,,8.0,,,,
1264900612,,8.0,,,,
1264900614,,8.0,,,,
1264910614,,8.0,,,,
1264790603T,,8.0,,,,
1264780606,,8.0,,,,
1264780614,,8.0,,,,
1264790605,,8.0,,,,
1264790608,,8.0,,,,
1264790609,,8.0,,,,
1264790614,,8.0,,,,
1264800603,,8.0,,,,
1264800605,,8.0,,,,
1264800606,,8.0,,,,
1264800608,,8.0,,,,
1264800609,,8.0,,,,
1264800611,,8.0,,,,
1264800612,,8.0,,,,
1264800614,,8.0,,,,
1270830603T,,5.0,,,,
1270830606T,,5.0,,,,
1270830608,,5.0,,,,
1270850606T,,5.0,,,,
1270860605T,,5.0,,,,
7079060606-NL,,5.0,,,,
7079070606-NL,,5.0,,,,
70790706N07,,5.0,,,,
7079080606,,5.0,,,,
70790806N07,,5.0,,,,
1271850306,,5.0,,,,
1271850606,,5.0,,,,
1271860506,,5.0,,,,
65291910,,118.0,240.0,240.0,240.0,220.0
65302010,,118.0,240.0,240.0,240.0,220.0
65312110,,118.0,240.0,240.0,240.0,220.0
01-21163-M02,,19.99,11.99,11.99,11.99,10.99
01-21163-M08,,19.99,11.99,11.99,11.99,10.99
01-21163-M03,,19.99,11.99,11.99,11.99,10.99
01-21163-M05,,19.99,11.99,11.99,11.99,10.99
01-21162-M06,,19.99,11.99,11.99,11.99,10.99
01-21162-M02,,19.99,11.99,11.99,11.99,10.99
01-21162-M08,,19.99,11.99,11.99,11.99,10.99
01-21162-M03,,19.99,11.99,11.99,11.99,10.99
01-21162-M05,,19.99,11.99,11.99,11.99,10.99
1284280008T,,99.99,60.0,60.0,60.0,55.0
1284280003T,,99.99,60.0,60.0,60.0,55.0
1284280005T,,99.99,60.0,60.0,60.0,55.0
12843608T,,169.99,102.0,102.0,102.0,93.5
12843603T,,169.99,102.0,102.0,102.0,93.5
12847608T,,109.99,70.0,70.0,70.0,60.5
12847603T,,109.99,70.0,70.0,70.0,60.5
12847605T,,109.99,70.0,70.0,70.0,60.5
9950005,,749.99,669.5,603.0,542.5,475.0
9950006,,749.99,669.5,603.0,542.5,475.0
9950105,,749.99,669.5,603.0,542.5,475.0
9950106,,749.99,669.5,603.0,542.5,475.0
9950107,,749.99,669.5,603.0,542.5,475.0
2075001018,,114.99,99.5,92.0,85.5,75.5
2075001014,,114.99,99.5,92.0,85.5,75.5
2075001004,,114.99,99.5,92.0,85.5,75.5
2075001001,,114.99,99.5,92.0,85.5,75.5
2075001007,,114.99,99.5,92.0,85.5,75.5
2075001012,,114.99,99.5,92.0,85.5,75.5
2075001008,,114.99,99.5,92.0,85.5,75.5
2075001009,,114.99,99.5,92.0,85.5,75.5
2075001011,,114.99,99.5,92.0,85.5,75.5
2075001003,,114.99,99.5,92.0,85.5,75.5
2075001015,,114.99,99.5,92.0,85.5,75.5
2075001002,,114.99,99.5,92.0,85.5,75.5
2075001M06,,114.99,119.0,111.5,105.0,92.5
2075001M02,,114.99,119.0,111.5,105.0,92.5
2075001275,,114.99,119.0,111.5,105.0,92.5
2075001228,,114.99,119.0,111.5,105.0,92.5
2075002006,,114.99,99.5,92.0,85.5,75.5
2075002018,,114.99,99.5,92.0,85.5,75.5
2075002014,,114.99,99.5,92.0,85.5,75.5
2075002004,,114.99,99.5,92.0,85.5,75.5
2075002001,,114.99,99.5,92.0,85.5,75.5
2075002007,,114.99,99.5,92.0,85.5,75.5
2075002012,,114.99,99.5,92.0,85.5,75.5
2075002008,,114.99,99.5,92.0,85.5,75.5
2075002009,,114.99,99.5,92.0,85.5,75.5
2075002011,,114.99,99.5,92.0,85.5,75.5
2075002003,,114.99,99.5,92.0,85.5,75.5
2075002015,,114.99,99.5,92.0,85.5,75.5
2075002002,,114.99,99.5,92.0,85.5,75.5
2075002M06,,114.99,119.0,111.5,105.0,92.5
2075002M02,,114.99,119.0,111.5,105.0,92.5
2075002275,,114.99,119.0,111.5,105.0,92.5
2075002228,,114.99,119.0,111.5,105.0,92.5
2075003006,,114.99,99.5,92.0,85.5,75.5
2075003018,,114.99,99.5,92.0,85.5,75.5
2075003014,,114.99,99.5,92.0,85.5,75.5
2075003004,,114.99,99.5,92.0,85.5,75.5
2075003001,,114.99,99.5,92.0,85.5,75.5
2075003007,,114.99,99.5,92.0,85.5,75.5
2075003012,,114.99,99.5,92.0,85.5,75.5
2075003008,,114.99,99.5,92.0,85.5,75.5
2075003009,,114.99,99.5,92.0,85.5,75.5
2075003011,,114.99,99.5,92.0,85.5,75.5
2075003003,,114.99,99.5,92.0,85.5,75.5
2075003015,,114.99,99.5,92.0,85.5,75.5
2075003002,,114.99,99.5,92.0,85.5,75.5
2075003M06,,114.99,119.0,111.5,105.0,92.5
2075003M02,,114.99,119.0,111.5,105.0,92.5
2075003275,,114.99,119.0,111.5,105.0,92.5
2075003228,,114.99,119.0,111.5,105.0,92.5
2075004006,,114.99,99.5,92.0,85.5,75.5
2075004018,,114.99,99.5,92.0,85.5,75.5
2075004014,,114.99,99.5,92.0,85.5,75.5
2075004004,,114.99,99.5,92.0,85.5,75.5
2075004001,,114.99,99.5,92.0,85.5,75.5
2075004007,,114.99,99.5,92.0,85.5,75.5
2075004012,,114.99,99.5,92.0,85.5,75.5
2075004008,,114.99,99.5,92.0,85.5,75.5
2075004009,,114.99,99.5,92.0,85.5,75.5
2075004011,,114.99,99.5,92.0,85.5,75.5
2075004003,,114.99,99.5,92.0,85.5,75.5
2075004015,,114.99,99.5,92.0,85.5,75.5
2075004002,,114.99,99.5,92.0,85.5,75.5
2075004M06,,114.99,119.0,111.5,105.0,92.5
2075004M02,,114.99,119.0,111.5,105.0,92.5
2075004275,,114.99,119.0,111.5,105.0,92.5
2075004228,,114.99,119.0,111.5,105.0,92.5
2075005006,,114.99,99.5,92.0,85.5,75.5
2075005018,,114.99,99.5,92.0,85.5,75.5
2075005014,,114.99,99.5,92.0,85.5,75.5
2075005004,,114.99,99.5,92.0,85.5,75.5
2075005001,,114.99,99.5,92.0,85.5,75.5
2075005007,,114.99,99.5,92.0,85.5,75.5
2075005012,,114.99,99.5,92.0,85.5,75.5
2075005008,,114.99,99.5,92.0,85.5,75.5
2075005009,,114.99,99.5,92.0,85.5,75.5
2075005011,,114.99,99.5,92.0,85.5,75.5
2075005003,,114.99,99.5,92.0,85.5,75.5
2075005015,,114.99,99.5,92.0,85.5,75.5
2075005002,,114.99,99.5,92.0,85.5,75.5
2075005M06,,114.99,119.0,111.5,105.0,92.5
2075005M02,,114.99,119.0,111.5,105.0,92.5
2075005275,,114.99,119.0,111.5,105.0,92.5
2075005228,,114.99,119.0,111.5,105.0,92.5
2075006006,,114.99,109.5,102.0,95.5,85.5
2075006018,,114.99,109.5,102.0,95.5,85.5
2075006014,,114.99,109.5,102.0,95.5,85.5
2075006004,,114.99,109.5,102.0,95.5,85.5
2075006001,,114.99,109.5,102.0,95.5,85.5
2075006007,,114.99,109.5,102.0,95.5,85.5
2075006012,,114.99,109.5,102.0,95.5,85.5
2075006008,,114.99,109.5,102.0,95.5,85.5
2075006009,,114.99,109.5,102.0,95.5,85.5
2075006011,,114.99,109.5,102.0,95.5,85.5
2075006003,,114.99,109.5,102.0,95.5,85.5
2075006015,,114.99,109.5,102.0,95.5,85.5
2075006002,,114.99,109.5,102.0,95.5,85.5
2075006228,,114.99,129.0,121.5,114.0,104.0
2075006275,,114.99,129.0,121.5,114.0,104.0
2075006M02,,114.99,129.0,121.5,114.0,104.0
2075006M06,,114.99,129.0,121.5,114.0,104.0
2070003018,,414.99,353.5,319.5,285.5,265.5
2070003014,,414.99,353.5,319.5,285.5,265.5
2070003004,,414.99,353.5,319.5,285.5,265.5
2070003001,,414.99,353.5,319.5,285.5,265.5
2070003007,,414.99,353.5,319.5,285.5,265.5
2070003012,,414.99,353.5,319.5,285.5,265.5
2070003008,,414.99,353.5,319.5,285.5,265.5
2070003009,,414.99,353.5,319.5,285.5,265.5
2070003011,,414.99,353.5,319.5,285.5,265.5
2070003003,,414.99,353.5,319.5,285.5,265.5
2070003015,,414.99,353.5,319.5,285.5,265.5
2070003002,,414.99,353.5,319.5,285.5,265.5
2070003M06,,414.99,373.0,339.0,305.0,282.5
2070003M02,,414.99,373.0,339.0,305.0,282.5
2070003275,,414.99,373.0,339.0,305.0,282.5
2070003228,,414.99,373.0,339.0,305.0,282.5
2070004006,,414.99,353.5,319.5,285.5,265.5
2070004018,,414.99,353.5,319.5,285.5,265.5
2070004014,,414.99,353.5,319.5,285.5,265.5
2070004004,,414.99,353.5,319.5,285.5,265.5
2070004001,,414.99,353.5,319.5,285.5,265.5
2070004007,,414.99,353.5,319.5,285.5,265.5
2070004012,,414.99,353.5,319.5,285.5,265.5
2070004008,,414.99,353.5,319.5,285.5,265.5
2070004009,,414.99,353.5,319.5,285.5,265.5
2070004011,,414.99,353.5,319.5,285.5,265.5
2070004003,,414.99,353.5,319.5,285.5,265.5
2070004015,,414.99,353.5,319.5,285.5,265.5
2070004002,,414.99,353.5,319.5,285.5,265.5
2070004M06,,414.99,373.0,339.0,305.0,282.5
2070004M02,,414.99,373.0,339.0,305.0,282.5
2070004275,,414.99,373.0,339.0,305.0,282.5
2070004228,,414.99,373.0,339.0,305.0,282.5
2070005006,,414.99,353.5,319.5,285.5,265.5
2070005018,,414.99,353.5,319.5,285.5,265.5
2070005014,,414.99,353.5,319.5,285.5,265.5
2070005004,,414.99,353.5,319.5,285.5,265.5
2070005001,,414.99,353.5,319.5,285.5,265.5
2070005007,,414.99,353.5,319.5,285.5,265.5
2070005012,,414.99,353.5,319.5,285.5,265.5
2070005008,,414.99,353.5,319.5,285.5,265.5
2070005009,,414.99,353.5,319.5,285.5,265.5
2070005011,,414.99,353.5,319.5,285.5,265.5
2070005003,,414.99,353.5,319.5,285.5,265.5
2070005015,,414.99,353.5,319.5,285.5,265.5
2070005002,,414.99,353.5,319.5,285.5,265.5
2070005M06,,414.99,373.0,339.0,305.0,282.5
2070005M02,,414.99,373.0,339.0,305.0,282.5
2070005275,,414.99,373.0,339.0,305.0,282.5
2070005228,,414.99,373.0,339.0,305.0,282.5
2070006006,,414.99,365.5,331.5,297.5,277.5
2070006018,,414.99,365.5,331.5,297.5,277.5
2070006014,,414.99,365.5,331.5,297.5,277.5
2070006004,,414.99,365.5,331.5,297.5,277.5
2070006001,,414.99,365.5,331.5,297.5,277.5
2070006007,,414.99,365.5,331.5,297.5,277.5
2070006012,,414.99,365.5,331.5,297.5,277.5
2070006008,,414.99,365.5,331.5,297.5,277.5
2070006009,,414.99,365.5,331.5,297.5,277.5
2070006011,,414.99,365.5,331.5,297.5,277.5
2070006003,,414.99,365.5,331.5,297.5,277.5
2070006015,,414.99,365.5,331.5,297.5,277.5
2070006002,,414.99,365.5,331.5,297.5,277.5
2070006M06,,414.99,385.0,351.0,317.0,294.5
2070006M02,,414.99,385.0,351.0,317.0,294.5
2070006275,,414.99,385.0,351.0,317.0,294.5
2070006228,,414.99,385.0,351.0,317.0,294.5
2070007006,,414.99,365.5,331.5,297.5,277.5
2070007018,,414.99,365.5,331.5,297.5,277.5
2070007014,,414.99,365.5,331.5,297.5,277.5
2070007004,,414.99,365.5,331.5,297.5,277.5
2070007001,,414.99,365.5,331.5,297.5,277.5
2070007007,,414.99,365.5,331.5,297.5,277.5
2070007012,,414.99,365.5,331.5,297.5,277.5
2070007008,,414.99,365.5,331.5,297.5,277.5
2070007009,,414.99,365.5,331.5,297.5,277.5
2070007011,,414.99,365.5,331.5,297.5,277.5
2070007003,,414.99,365.5,331.5,297.5,277.5
2070007015,,414.99,365.5,331.5,297.5,277.5
2070007002,,414.99,365.5,331.5,297.5,277.5
2070007M06,,414.99,385.0,351.0,317.0,294.5
2070007M02,,414.99,385.0,351.0,317.0,294.5
2070007275,,414.99,385.0,351.0,317.0,294.5
2070007228,,414.99,385.0,351.0,317.0,294.5
23315118,,84.99,65.5,60.0,54.5,54.5
23315114,,84.99,65.5,60.0,54.5,54.5
23315104,,84.99,65.5,60.0,54.5,54.5
23315101,,84.99,65.5,60.0,54.5,54.5
23315107,,84.99,65.5,60.0,54.5,54.5
23315112,,84.99,65.5,60.0,54.5,54.5
23315108,,84.99,65.5,60.0,54.5,54.5
23315109,,84.99,65.5,60.0,54.5,54.5
23315111,,84.99,65.5,60.0,54.5,54.5
23315103,,84.99,65.5,60.0,54.5,54.5
23315115,,84.99,65.5,60.0,54.5,54.5
23315102,,84.99,65.5,60.0,54.5,54.5
24315106,,215.0,157.0,142.0,128.0,128.0
24315118,,215.0,157.0,142.0,128.0,128.0
24315114,,215.0,157.0,142.0,128.0,128.0
24315104,,215.0,157.0,142.0,128.0,128.0
24315101,,215.0,157.0,142.0,128.0,128.0
24315107,,215.0,157.0,142.0,128.0,128.0
24315112,,215.0,157.0,142.0,128.0,128.0
24315108,,215.0,157.0,142.0,128.0,128.0
24315109,,215.0,157.0,142.0,128.0,128.0
24315111,,215.0,157.0,142.0,128.0,128.0
24315103,,215.0,157.0,142.0,128.0,128.0
24315115,,215.0,157.0,142.0,128.0,128.0
24315102,,215.0,157.0,142.0,128.0,128.0
23315318,,84.99,65.5,60.0,54.5,54.5
23315314,,84.99,65.5,60.0,54.5,54.5
23315304,,84.99,65.5,60.0,54.5,54.5
23315301,,84.99,65.5,60.0,54.5,54.5
23315307,,84.99,65.5,60.0,54.5,54.5
23315312,,84.99,65.5,60.0,54.5,54.5
23315308,,84.99,65.5,60.0,54.5,54.5
23315309,,84.99,65.5,60.0,54.5,54.5
23315311,,84.99,65.5,60.0,54.5,54.5
23315303,,84.99,65.5,60.0,54.5,54.5
23315315,,84.99,65.5,60.0,54.5,54.5
23315302,,84.99,65.5,60.0,54.5,54.5
24305306,,215.0,157.0,142.0,128.0,128.0
24305318,,215.0,157.0,142.0,128.0,128.0
24305314,,215.0,157.0,142.0,128.0,128.0
24305304,,215.0,157.0,142.0,128.0,128.0
24305301,,215.0,157.0,142.0,128.0,128.0
24305307,,215.0,157.0,142.0,128.0,128.0
24305312,,215.0,157.0,142.0,128.0,128.0
24305308,,215.0,157.0,142.0,128.0,128.0
24305309,,215.0,157.0,142.0,128.0,128.0
24305311,,215.0,157.0,142.0,128.0,128.0
24305303,,215.0,157.0,142.0,128.0,128.0
24305315,,215.0,157.0,142.0,128.0,128.0
24305302,,215.0,157.0,142.0,128.0,128.0
23315418,,84.99,65.5,60.0,54.5,54.5
23315414,,84.99,65.5,60.0,54.5,54.5
23315404,,84.99,65.5,60.0,54.5,54.5
23315401,,84.99,65.5,60.0,54.5,54.5
23315407,,84.99,65.5,60.0,54.5,54.5
23315412,,84.99,65.5,60.0,54.5,54.5
23315408,,84.99,65.5,60.0,54.5,54.5
23315409,,84.99,65.5,60.0,54.5,54.5
23315411,,84.99,65.5,60.0,54.5,54.5
23315403,,84.99,65.5,60.0,54.5,54.5
23315415,,84.99,65.5,60.0,54.5,54.5
23315402,,84.99,65.5,60.0,54.5,54.5
24315406,,215.0,157.0,142.0,128.0,128.0
24315418,,215.0,157.0,142.0,128.0,128.0
24315414,,215.0,157.0,142.0,128.0,128.0
24315404,,215.0,157.0,142.0,128.0,128.0
24315401,,215.0,157.0,142.0,128.0,128.0
24315407,,215.0,157.0,142.0,128.0,128.0
24315412,,215.0,157.0,142.0,128.0,128.0
24315408,,215.0,157.0,142.0,128.0,128.0
24315409,,215.0,157.0,142.0,128.0,128.0
24315411,,215.0,157.0,142.0,128.0,128.0
24315403,,215.0,157.0,142.0,128.0,128.0
24315415,,215.0,157.0,142.0,128.0,128.0
24315402,,215.0,157.0,142.0,128.0,128.0
23315218,,84.99,65.5,60.0,54.5,54.5
23315214,,84.99,65.5,60.0,54.5,54.5
23315204,,84.99,65.5,60.0,54.5,54.5
23315201,,84.99,65.5,60.0,54.5,54.5
23315207,,84.99,65.5,60.0,54.5,54.5
23315212,,84.99,65.5,60.0,54.5,54.5
23315208,,84.99,65.5,60.0,54.5,54.5
23315209,,84.99,65.5,60.0,54.5,54.5
23315211,,84.99,65.5,60.0,54.5,54.5
23315203,,84.99,65.5,60.0,54.5,54.5
23315215,,84.99,65.5,60.0,54.5,54.5
23315202,,84.99,65.5,60.0,54.5,54.5
24305206,,215.0,157.0,142.0,128.0,128.0
24305218,,215.0,157.0,142.0,128.0,128.0
24305214,,215.0,157.0,142.0,128.0,128.0
24305204,,215.0,157.0,142.0,128.0,128.0
24305201,,215.0,157.0,142.0,128.0,128.0
24305207,,215.0,157.0,142.0,128.0,128.0
24305212,,215.0,157.0,142.0,128.0,128.0
24305208,,215.0,157.0,142.0,128.0,128.0
24305209,,215.0,157.0,142.0,128.0,128.0
24305211,,215.0,157.0,142.0,128.0,128.0
24305203,,215.0,157.0,142.0,128.0,128.0
24305215,,215.0,157.0,142.0,128.0,128.0
24305202,,215.0,157.0,142.0,128.0,128.0
23315618,,84.99,65.5,60.0,54.5,54.5
23315614,,84.99,65.5,60.0,54.5,54.5
23315604,,84.99,65.5,60.0,54.5,54.5
23315601,,84.99,65.5,60.0,54.5,54.5
23315607,,84.99,65.5,60.0,54.5,54.5
23315612,,84.99,65.5,60.0,54.5,54.5
23315608,,84.99,65.5,60.0,54.5,54.5
23315609,,84.99,65.5,60.0,54.5,54.5
23315611,,84.99,65.5,60.0,54.5,54.5
23315603,,84.99,65.5,60.0,54.5,54.5
23315615,,84.99,65.5,60.0,54.5,54.5
23315602,,84.99,65.5,60.0,54.5,54.5
24305606,,215.0,157.0,142.0,128.0,128.0
